bigram phrase,frequency
whatever reason,1
and anthony,1
ways in,1
the sister,1
say and,1
body pampering,1
the bakers,1
who died,1
told the,1
or people,1
mucho y,1
hope mrs,1
after your,1
20 years,1
my sell,1
shall praise,1
them the,1
because it's,1
awake and,1
and rendered,1
judgment upon,1
ocean always,1
individually i,1
no clemency,1
st thomas,1
result is,1
on tell,1
court 5th,1
truth be,1
a franciscan,1
that nothing,1
gomez was,1
some of,1
yeah the,1
here dead,1
mexican kills,1
your fellowship,1
and dr,1
say before,1
must brothers,1
friends be,1
letter it,1
sorry ashlee,1
really mean,1
some time,1
terrible i,1
i'll address,1
takes i,1
much he,1
hurt anyone,1
tonight this,1
fall back,1
your making,1
met when,1
has happened,1
on without,1
wife mary's,1
to return,1
brothers we,1
warden atw,1
chump you,1
you made,1
innocent they've,1
daffy duck,1
foremost i,1
beg your,1
world i'll,1
state is,1
nice the,1
you kathy,1
leo and,1
proceed heavenly,1
last breath,1
mary virginia,1
and embrace,1
empty and,1
do let,1
careful be,1
in like,1
california i,1
appeals for,1
heaven tonight,1
importantly the,1
wrongfully convicted,1
mike because,1
boswell had,1
so put,1
all victims,1
patty was,1
brought down,1
that apologize,1
knives danny,1
called the,1
all forgiven,1
america unintelligible,1
maurie appreciate,1
incarceration everytime,1
and aunts,1
of danielle,1
prayer today,1
safe in,1
is america's,1
sir take,1
warden oh,1
didn't call,1
say these,1
sammie vincent,1
invite you,1
prayer first,1
his daddy,1
suicide those,1
false confession,1
fought against,1
mrs carrier,1
leaving this,1
alabamos a,1
all sammie,1
davis family,1
living a,1
y'all let's,1
you seven,1
in french,1
all mrs,1
that megan,1
clown police,1
everyone will,1
and guiding,1
about since,1
spent half,1
be released,1
again in,1
back my,1
my circumstances,1
lot over,1
you i'll,1
angelo i,1
up that,1
find another,1
except that,1
taken by,1
no regrets,1
k mother,1
ask dad,1
christ we,1
been locked,1
with almighty,1
received a,1
man never,1
are just,1
it's the,1
you no,1
are acts,1
life eternal,1
serious fixin',1
anybody to,1
pain god,1
anyone to,1
the madness,1
make peace,1
son get,1
all debts,1
make idle,1
caused in,1
you our,1
fear ya'll,1
high road,1
brother you're,1
investigator doug,1
judgement of,1
am deaf,1
brutality world,1
they'll forgive,1
bro take,1
schone prizessin,1
i bless,1
heartache i'm,1
down by,1
double when,1
is performing,1
and sylvia,1
god's forgiveness,1
row inmates,1
charlotte i,1
please accept,1
know which,1
place god,1
the universe,1
mr mcdougal,1
or knowingly,1
i betrayed,1
now thinking,1
yourself you,1
same shameful,1
i called,1
it look,1
we're faced,1
wasn't the,1
give to,1
it things,1
that only,1
are sorry,1
still the,1
will gladly,1
good with,1
when officials,1
that revolutionary,1
dawson and,1
going and,1
please that,1
execution as,1
people sister,1
my regards,1
them listen,1
homesick angel,1
i'll never,1
live we,1
great to,1
killing that,1
witness a,1
that's nothing,1
third but,1
of every,1
mr tolson,1
regretted this,1
that shot,1
carry that,1
another you,1
and uncles,1
down for,1
and anna,1
joke i,1
this tragedy,1
thats where,1
somebody makes,1
feel blessed,1
him up,1
support jane,1
ever our,1
telling them,1
though you,1
more worries,1
grief and,1
and grace,1
hurt for,1
e reeves,1
jackson bobby,1
jesus give,1
donna spoken,1
toward no,1
because as,1
despite what,1
destiny in,1
me no,1
hope these,1
sabrina and,1
i felt,1
cause sooner,1
bitterness there,1
cox my,1
peace father,1
on ya'll,1
more merciful,1
methadone i,1
my three,1
no rapes,1
blessing strength,1
jack hello,1
closure but,1
who's wrong,1
means am,1
here was,1
into this,1
someone you,1
am hoping,1
lynching us,1
and fabricated,1
world if,1
warden he,1
having become,1
bring closure,1
criminal law,1
apology for,1
just played,1
islamic and,1
worse off,1
on living,1
of even,1
family member's,1
sins those,1
to cover,1
john cort,1
began singing,1
my east,1
rangers texas,1
health all,1
sis you,1
really changed,1
kate i,1
mistakes in,1
an eye,1
have endured,1
heaven a,1
didmau vietnamese,1
and hate,1
think they,1
make any,1
warden will,1
few truly,1
an awesome,1
family i'll,1
through salvation,1
peace will,1
lord written,1
name is,1
funeral we,1
pillar of,1
momma maurie,1
statement that's,1
something hold,1
debts be,1
courtesy of,1
drugs he,1
ask your,1
left behind,1
the arresting,1
feel toward,1
have but,1
your letter,1
another mother,1
too uncle,1
that means,1
that how,1
supreme being,1
struggle physically,1
back yes,1
allah's god,1
you heard,1
lived to,1
tonight there's,1
gonna prove,1
y'all worry,1
not carry,1
say get,1
will reach,1
a filing,1
that since,1
them give,1
he put,1
as slick,1
rallied to,1
will and,1
to juana,1
christian now,1
thought is,1
informant was,1
your book,1
lost someone,1
have three,1
is but,1
all supported,1
every man,1
until then,1
one ya'll,1
truck driver,1
especially my,1
inmates will,1
got hurt,1
to gain,1
without meaning,1
will know,1
is innocent,1
grave i,1
rebecca i,1
brother and,1
their mother,1
lords and,1
to pump,1
around free,1
in 2003,1
witness ros,1
ain't life,1
but make,1
uh family,1
girl much,1
makes up,1
and carry,1
i loved,1
involvement was,1
lied at,1
profanity or,1
execution you,1
and finish,1
man cause,1
man tell,1
laws the,1
anointeth my,1
longer here,1
i've enjoyed,1
coming irene,1
undertaker murderer,1
speaks of,1
check that,1
anyone cause,1
with allah's,1
helps a,1
and drowned,1
overlooks the,1
against anyone,1
could ask,1
it's no,1
your promise,1
got fired,1
wanted a,1
showered upon,1
mad that,1
put some,1
still completely,1
mindful that,1
fell to,1
offended in,1
angel ready,1
pursuing the,1
human rights,1
v was,1
bad everybody,1
fleetwood is,1
this are,1
advisor and,1
an honor,1
eye on,1
that particular,1
mama has,1
up too,1
me look,1
soul so,1
you maria,1
rest who,1
spirit back,1
not walk,1
them call,1
time of,1
a final,1
need you,1
the vocabulary,1
profanity get,1
never happened,1
life would,1
your face,1
nice meeting,1
law as,1
gun had,1
nice to,1
august 2,1
ray i,1
carolyn barker,1
hart and,1
thinking that,1
of righeousness,1
beginning of,1
best son,1
so is,1
other sin,1
unrighteousness peace,1
have gained,1
pin point,1
endeavor forward,1
you touch,1
souls as,1
where we're,1
the support,1
do ain't,1
i'm forgiven,1
and frank,1
mind for,1
what we're,1
attorney who,1
the dna,1
stuff stings,1
our ideals,1
mom have,1
son the,1
the church,1
for understanding,1
no justice,1
divine love,1
waste your,1
so am,1
you life,1
kills someone,1
your servant,1
toward mr,1
hector you,1
forgiveness father,1
wanted i,1
hard but,1
obtain that,1
ms fielder,1
front bedroom,1
the fire,1
bless i'm,1
embrace one,1
guy fernandez,1
still not,1
paradise that,1
planet will,1
side yes,1
or hit,1
sister see,1
keep their,1
a happy,1
father the,1
will i,1
you was,1
wesley ruiz,1
pump my,1
incarcerated keep,1
du list,1
words no,1
closed doors,1
there howdy,1
i worked,1
afraid and,1
he expressed,1
runneth yes,1
mitchell and,1
affected and,1
going ba,1
unable to,1
nothing today,1
rosales rock,1
couldn't do,1
everything i've,1
am grateful,1
body can't,1
the innocent,1
have seen,1
me written,1
moments slumber,1
every since,1
out we,1
forever amen,1
wouldn't let,1
earlier that,1
again the,1
want this,1
lundy levi,1
early in,1
k first,1
living to,1
good it's,1
process that,1
repent for,1
ahh if,1
or none,1
known as,1
nothing compared,1
you free,1
soldier i,1
walk as,1
government i,1
warden god,1
provided me,1
kindom's shore,1
parole and,1
wife don't,1
have reacted,1
seele rind,1
way my,1
allah my,1
whose grace,1
be any,1
wearing a,1
in prayer,1
any wrong,1
mean hearted,1
thank laura,1
eric i,1
unity and,1
her about,1
and always,1
it teresa,1
be right,1
fear stupidity,1
jackson and,1
or bitterness,1
seven people,1
day that,1
prison is,1
dad why,1
any form,1
talk back,1
to miss,1
i tell,1
man hector,1
conversion of,1
rodney ellis,1
innocent ones,1
ever done,1
makes you,1
building and,1
lift them,1
thinking how,1
printed on,1
choices i,1
want those,1
your protection,1
is unfortunate,1
works shall,1
would carrie,1
of way,1
overseas they,1
works out,1
brian's sister,1
and please,1
i sat,1
through a,1
doing good,1
those i,1
stuck it,1
heaven someday,1
having patience,1
tim everybody,1
my relatives,1
jack you,1
little monster,1
shelby god,1
25 2008,1
live i,1
texans the,1
are tell,1
trade the,1
heart or,1
for or,1
way which,1
y'all are,1
one has,1
to our,1
be resolved,1
your own,1
sorry anybody,1
ya later,1
remember yes,1
reality of,1
to celebrate,1
that's okay,1
too i'll,1
the personal,1
not there,1
warden hodges,1
to clay,1
only have,1
are and,1
lovel you,1
the stupidity,1
is faithful,1
help someone,1
investigators were,1
never have,1
tonight when,1
shane i,1
free you,1
somebody find,1
here thanks,1
veins with,1
place without,1
too take,1
is god,1
scott are,1
close my,1
fault you,1
warden uh,1
how are,1
going where,1
donahue and,1
families but,1
death through,1
the promise,1
mother sisters,1
beginnings love,1
angel leslie,1
hold me,1
and iraq,1
goes by,1
fear in,1
long please,1
wrong time,1
spanish brother,1
period of,1
crazy jay,1
and simple,1
mother james,1
ann jenny,1
were several,1
witnesses entered,1
or any,1
why michael,1
and wish,1
them happy,1
mija i,1
something stronger,1
would carry,1
chaplain wilcox,1
arthur tell,1
my cell,1
people forget,1
names listed,1
mad you,1
his attorney,1
am from,1
penalty is,1
see everyone,1
in here,1
heaven christ,1
john luttig,1
shedding your,1
resistance we,1
please for,1
family wendy's,1
on calvary,1
these falsified,1
or anger,1
please first,1
sir can,1
honor of,1
guys look,1
aka slope,1
suit and,1
too bro,1
only give,1
and maybe,1
possibly due,1
harold i,1
gabby remaining,1
many lives,1
you remain,1
the moreno,1
a warrior,1
trial everybody,1
by telling,1
humphrey family,1
the father,1
work as,1
doug i,1
can put,1
today my,1
go on,1
a paid,1
the names,1
lost control,1
uncle ray,1
see when,1
hearts forgiveness,1
monster they,1
been any,1
may this,1
a dios,1
ask this,1
heartache and,1
executed today,1
trouble all,1
lost loved,1
determined to,1
secure and,1
car on,1
nothing strange,1
everybody is,1
purpose but,1
amen that,1
that knows,1
kathy you,1
not due,1
just lost,1
alright spanish,1
anger in,1
howdy yes,1
softly and,1
need help,1
letter she,1
attitude at,1
hurts others,1
praise my,1
his name,1
10 9,1
reach my,1
sin is,1
a non,1
words cannot,1
i who,1
miguel take,1
home out,1
make facts,1
wrong road,1
ahead start,1
bad my,1
fellowship in,1
can't beat,1
emotions and,1
truth it,1
the cca,1
have only,1
long it's,1
death gives,1
just got,1
the masters,1
know you're,1
took his,1
public official,1
do understand,1
dog i,1
feet put,1
teenagers to,1
been bothering,1
it's gonna,1
and none,1
lied and,1
cemetery bury,1
grandma i,1
father mike,1
rip thank,1
shall return,1
but because,1
days later,1
lives in,1
forward keep,1
pinkerton as,1
james webb,1
this stuff,1
06 i,1
gracie was,1
sister tracey,1
is ending,1
the christian,1
man this,1
adios that's,1
was said,1
hour i,1
statement short,1
it home,1
above the,1
forgiven for,1
ain't as,1
have embraced,1
any difference,1
you annie,1
century i,1
hernandez say,1
but i've,1
lord ya'll,1
allowed me,1
veronica that,1
know including,1
but those,1
too loud,1
upset but,1
unintelligible to,1
for 16,1
y'all on,1
brought her,1
obey the,1
deals and,1
fixin' to,1
kill a,1
to roll,1
